last_name,n_incidents
bloom,8418
mertens,8414
sebastian,8399
sheth,8395
eid,8395
khatri,8392
dwyer,8388
uchiyama,8383
pandya,8379
najafi,8379
neal,8375
brewer,8373
soriano,8367
fontaine,8364
montoya,8363
kwok,8359
tada,8358
amato,8358
henriques,8357
meyers,8356
whitehead,8355
maes,8354
greenwood,8345
quintana,8342
cavallo,8338
monti,8328
shevchenko,8327
lebedev,8323
malone,8320
baig,8320
geng,8317
baird,8317
behrens,8314
tandon,8312
nishi,8311
blanc,8310
bos,8305
sundaram,8305
bhatti,8305
cavalcante,8301
motta,8300
vaughan,8300
weller,8298
healy,8293
barman,8287
khalifa,8282
dick,8281
matsunaga,8279
majeed,8278
nassar,8263
riva,8262
pollard,8261
carrillo,8260
gunawan,8258
hay,8250
terada,8249
makino,8245
amer,8232
shaheen,8230
chia,8229
stadler,8220
wani,8219
hodgson,8217
emery,8214
narita,8214
turan,8211
caldwell,8208
thiele,8208
segal,8199
sierra,8199
ouyang,8198
nakata,8184
cramer,8184
mathieu,8180
baumgartner,8173
rudolph,8167
nagano,8163
maciel,8160
baptista,8152
bajaj,8151
amir,8145
mcintosh,8143
pimentel,8138
pop,8134
curran,8129
caron,8124
knapp,8121
haller,8121
rizzi,8118
mortensen,8115
diehl,8113
garrett,8108
yoshino,8107
karthikeyan,8107
sugawara,8107
villanueva,8104
grossman,8089
post,8082
salah,8081
mcmillan,8078
weinstein,8075
kok,8058
rahmawati,8050
inaba,8037
guzman,8037
akter,8034
battaglia,8032
wilcox,8027
freund,8027
farias,8025
palumbo,8017
flanagan,8016
tanner,8011
mehmood,8000
kunz,8000
manna,7995
orlando,7993
nagao,7992
ammar,7991
handayani,7980
nie,7977
hurley,7976
nazir,7976
shenoy,7976
queiroz,7975
hamza,7973
kan,7972
thiel,7967
valenzuela,7965
eaton,7957
belyaev,7957
utami,7955
ferretti,7955
costello,7954
crowley,7952
venkatesan,7950
gulati,7946
romeo,7945
mccoy,7944
dickinson,7944
pagano,7943
stephan,7940
willems,7937
filippi,7934
nugraha,7933
rodgers,7933
unger,7931
ishibashi,7930
toledo,7929
nieto,7926
parisi,7925
mazur,7924
summers,7921
nadeem,7918
mccabe,7917
paz,7917
picard,7916
dar,7910
darwish,7907
siregar,7906
dunne,7906
stock,7903
siqueira,7892
irfan,7892
basso,7889
mantovani,7886
diallo,7883
zuo,7878
monaco,7876
collaboration,7871
ferrero,7870
barlow,7863
kazemi,7863
kiran,7858
sims,7852
lombardo,7852
gustafsson,7849
kawamoto,7847
bhattarai,7845
knudsen,7842
nakazawa,7838
alvarado,7837
voigt,7836
guha,7831
mendez,7831
kovacs,7825
zamora,7821
hancock,7819
morrow,7817
yusof,7810
mazza,7809
funk,7808
merino,7800
reiter,7797
guedes,7778
reuter,7775
eom,7772
walther,7763
ramanathan,7761
pedro,7760
ham,7751
shariat,7750
afonso,7743
alshehri,7741
naidu,7735
shiraishi,7734
mistry,7733
salvador,7730
egan,7727
barakat,7722
hansson,7716
dobson,7710
panigrahi,7710
xi,7709
hashmi,7708
miyoshi,7707
decker,7704
gasparini,7702
ahsan,7702
bernardo,7695
jaeger,7695
solanki,7694
archer,7692
bustamante,7689
asadi,7684
quan,7684
munoz,7681
zhai,7680
finn,7675
montero,7674
yahya,7671
franz,7670
mehra,7665
stokes,7662
pratiwi,7660
varshney,7657
johns,7655
nikolaev,7655
bernal,7649
chiou,7647
mcleod,7646
otero,7644
jahan,7643
pastore,7639
rajesh,7629
mercier,7628
patrick,7627
christian,7625
seth,7624
poulsen,7622
mccann,7616
mcpherson,7613
gonzales,7612
siddiqi,7608
mirzaei,7608
anders,7606
lester,7604
majid,7601
soler,7601
hale,7599
pfister,7597
kamiya,7597
dufour,7590
knowles,7585
thakkar,7584
valero,7580
gagliardi,7573
tomlinson,7571
slater,7571
zare,7559
rauch,7559
chevalier,7559
lien,7541
kravchenko,7539
kishimoto,7536
carmona,7534
mousa,7533
gee,7531
tsuda,7530
hamad,7530
bala,7524
vasquez,7520
metzger,7518
hoque,7507
hofer,7505
ghorbani,7505
eguchi,7503
dumont,7501
astuti,7499
hayden,7495
gopal,7493
eng,7488
garner,7483
schramm,7483
block,7480
roland,7468
milani,7461
salinas,7455
pace,7448
sugiura,7446
pelletier,7446
wilkins,7444
morelli,7442
diniz,7440
krebs,7435
fields,7433
takashima,7431
herrero,7430
cheon,7428
leonardi,7428
kaul,7426
hewitt,7424
kumagai,7421
halder,7421
maas,7421
shea,7419
piazza,7412
beckmann,7407
sakaguchi,7405
greer,7395
selvaraj,7395
dillon,7394
collier,7392
ponce,7392
asif,7391
huo,7390
zhukov,7389
abdi,7387
kale,7387
sah,7379
robin,7377
yuen,7375
kopp,7373
leslie,7367
benedetti,7366
parry,7364
macleod,7358
gibbons,7357
short,7357
curry,7355
hagiwara,7354
wenzel,7347
poole,7346
gabrielli,7345
alanazi,7342
purohit,7341
collaborators,7339
pellegrino,7338
schumann,7337
mu,7333
aoyama,7333
chavez,7331
sales,7330
fiedler,7327
mckee,7327
aung,7326
rieger,7323
pu,7323
yasui,7321
buck,7319
kamath,7319
hirota,7319
parekh,7314
habibi,7313
oishi,7311
coppola,7309
van,7297
krieger,7291
lazar,7288
francisco,7278
onishi,7278
liou,7267
forster,7263
riedel,7261
sani,7260
polat,7259
held,7259
hofman,7257
dalton,7249
blackburn,7249
hickey,7247
crane,7246
szabo,7244
can,7241
pinho,7240
mun,7233
pugliese,7232
fusco,7231
uehara,7228
stanton,7216
papageorgiou,7212
carlsson,7210
sacco,7207
heim,7206
faisal,7205
beer,7197
terry,7193
witte,7193
haase,7188
azam,7186
shoji,7181
bhowmik,7181
koizumi,7178
marra,7175
paudel,7173
gay,7169
oyama,7167
zamani,7163
ramli,7160
bartels,7159
janssens,7156
britton,7149
shirai,7146
gallego,7138
bruni,7137
morse,7135
farmer,7135
ware,7135
bayer,7129
soh,7126
ying,7123
olivier,7121
ojha,7121
abrams,7118
peres,7116
ban,7116
kanai,7113
welsh,7111
memon,7102
murayama,7101
lacroix,7097
foo,7093
luu,7090
ingram,7088
palmieri,7087
maheshwari,7085
jarvis,7083
lanza,7074
currie,7074
acar,7067
sankar,7065
naeem,7064
sidhu,7061
delaney,7059
neubauer,7058
gottlieb,7058
kolb,7053
kiani,7052
pena,7051
parida,7051
stepanov,7048
porto,7046
miki,7043
vila,7042
waller,7041
lord,7034
arakawa,7033
hamdi,7029
spence,7023
mooney,7020
chand,7018
izquierdo,7015
salmon,7014
barroso,7014
millar,7014
madden,7014
rodrigo,7013
razavi,7009
hartley,7009
bray,7006
kawahara,7005
castellano,7004
ramsey,7002
dietz,7002
gale,7001
davey,6996
maleki,6991
graves,6990
clayton,6981
chhabra,6978
ghani,6971
whelan,6968
xin,6967
inagaki,6966
hubbard,6965
farkas,6964
okuda,6964
paris,6961
arthur,6961
benoit,6960
felix,6958
mak,6957
toda,6954
solano,6947
nikitin,6946
winkelmann,6944
donato,6942
raghavan,6940
smart,6938
rehm,6935
lian,6934
bouchard,6934
church,6932
chandrasekaran,6932
moses,6928
shanmugam,6926
sheehan,6924
anh,6924
masson,6922
wee,6920
giuliani,6917
smits,6912
dhillon,6911
veloso,6905
keating,6902
bateman,6902
gopalakrishnan,6892
massa,6891
montes,6867
heinemann,6865
bal,6859
nishio,6856
erdmann,6854
catalano,6852
zanetti,6849
grace,6847
bharti,6847
gilmore,6847
herbert,6846
orlov,6842
jakobsen,6837
haines,6834
pfeifer,6834
sampson,6832
rajagopal,6832
initiative,6831
wahyuni,6830
lakshmi,6829
volpe,6825
blank,6824
miguel,6821
cattaneo,6820
kothari,6817
coates,6817
naqvi,6815
dodd,6815
arifin,6812
gholami,6810
luque,6799
baran,6797
bryan,6796
rout,6795
atkins,6793
wyatt,6789
santini,6788
clemente,6787
swaminathan,6784
gatti,6780
jamieson,6779
mark,6775
cardona,6775
ning,6771
farag,6771
domingues,6767
spinelli,6766
milne,6764
leach,6764
jindal,6755
salerno,6752
toyoda,6749
english,6746
murugan,6746
papa,6746
yousef,6745
geiger,6745
landry,6743
osorio,6739
nishino,6739
krueger,6738
wakabayashi,6738
kasai,6735
aguilera,6734
moustafa,6733
awan,6731
suri,6728
glaser,6723
leo,6721
loo,6719
rohde,6717
dalal,6717
branco,6715
davenport,6710
kurt,6709
arroyo,6706
moghaddam,6697
cronin,6691
kirsch,6691
okubo,6691
jacques,6689
drummond,6689
sheppard,6688
hirayama,6688
negi,6684
glover,6682
bode,6678
lind,6677
poon,6673
hodges,6671
nazari,6668
hammad,6667
fathi,6667
parodi,6666
botelho,6666
reichert,6663
cahill,6662
teh,6661
adnan,6660
khalili,6658
avery,6649
mukai,6648
negri,6646
younis,6641
mahdi,6640
toma,6639
denis,6636
fry,6636
barrera,6633
ferrante,6633
ghimire,6632
salam,6632
godoy,6631
regan,6630
burnett,6630
goetz,6628
lip,6628
goossens,6627
bahrami,6626
puig,6623
nicolas,6623
saitoh,6622
hooper,6618
cetin,6612
bentley,6609
hays,6609
man,6606
vasudevan,6600
hull,6598
jonas,6598
tsukamoto,6597
jeng,6597
bradshaw,6596
tsutsumi,6596
abubakar,6593
arumugam,6585
gore,6584
lerner,6578
hein,6578
patnaik,6577
kanno,6576
jing,6576
chandler,6573
muir,6572
prasetyo,6565
suda,6561
razak,6560
horowitz,6558
rathod,6554
dreyer,6553
chavan,6551
brouwer,6551
finger,6546
mcgregor,6544
toh,6541
bolton,6540
tomar,6538
mccormack,6535
vijayakumar,6535
aksoy,6535
vergara,6532
martelli,6530
christie,6521
marco,6521
lundberg,6521
major,6520
wouters,6518
pritchard,6517
saba,6515
khosravi,6510
wahl,6509
fujisawa,6509
karam,6508
gallardo,6505
calhoun,6505
gouveia,6503
nagashima,6498
robles,6491
lubis,6488
couto,6487
ashton,6486
farah,6485
spagnolo,6484
boucher,6483
kendall,6481
heng,6480
cortese,6477
au,6476
esteban,6474
azuma,6472
falcone,6467
azmi,6460
lenzi,6459
pickering,6455
segura,6454
salih,6450
sperling,6448
brun,6444
sekiguchi,6443
khare,6442
mchugh,6441
schott,6439
baik,6438
shannon,6438
mello,6438
kilic,6437
ferraz,6435
arndt,6433
vale,6427
rezende,6425
esteves,6423
awasthi,6418
asghar,6417
miyashita,6411
sheu,6411
zakharov,6410
almutairi,6408
ikram,6406
tse,6405
jaber,6399
bianchini,6399
rosenfeld,6394
nouri,6393
shaik,6392
patton,6390
napolitano,6390
peralta,6386
farid,6386
kishore,6385
mayr,6383
dolan,6382
merchant,6379
ozcan,6373
talbot,6373
hassani,6373
holden,6373
kano,6372
hanif,6372
furtado,6371
nasution,6370
strong,6370
madan,6369
rajkumar,6368
yusoff,6368
schofield,6364
borisov,6357
hyde,6354
matsuyama,6354
mcmanus,6352
mizutani,6348
ilyas,6348
alshammari,6348
rad,6347
uysal,6345
naidoo,6344
rostami,6343
hoppe,6342
kushwaha,6339
holloway,6336
henning,6334
marchand,6334
bassett,6326
shaffer,6325
loureiro,6324
kurihara,6323
marinho,6323
takeshita,6321
radwan,6321
bilal,6317
gowda,6311
deutsch,6311
joly,6306
iijima,6303
nag,6301
jalali,6300
tate,6296
rangel,6296
faure,6295
chamberlain,6291
pramanik,6289
mesquita,6289
tapia,6286
yavuz,6286
nixon,6283
sorokin,6279
morley,6277
cuevas,6276
higashi,6266
sloan,6263
kohler,6262
schiller,6262
kruger,6261
dumas,6254
tewari,6254
metcalfe,6253
abdelrahman,6250
locatelli,6250
kawabata,6245
bassi,6244
sartori,6240
keane,6240
anjum,6235
heinz,6231
costanzo,6230
grande,6228
noel,6227
erdem,6225
dehghani,6225
faber,6223
kearney,6204
donaldson,6203
kwong,6201
zahid,6200
basak,6196
tajima,6188
chakravarty,6187
cohn,6187
allam,6185
mushtaq,6183
saikia,6181
luong,6176
kohli,6176
ravichandran,6175
pons,6174
fortin,6172
murali,6172
kagan,6172
borg,6172
valentini,6169
akhter,6169
jaramillo,6167
korkmaz,6166
preston,6166
unal,6164
clements,6163
aranda,6162
yakovlev,6161
peacock,6159
goncalves,6158
nasser,6158
cavalcanti,6158
diab,6156
strand,6155
sturm,6152
potenza,6151
hecht,6144
jayaraman,6143
dijkstra,6143
din,6140
reinhardt,6138
nicholas,6137
khandelwal,6137
jonsson,6136
platt,6134
silvestri,6134
karki,6134
ionescu,6132
fenton,6132
watt,6131
otani,6128
poudel,6125
papp,6122
hendriks,6120
ghanem,6118
mccullough,6114
kovalev,6114
simone,6109
ohara,6107
barrios,6105
popp,6105
kalita,6101
ishak,6099
rau,6098
roe,6098
greiner,6098
gopinath,6095
tonelli,6095
donati,6095
maki,6092
randall,6087
schaffer,6085
perrone,6085
weir,6080
trujillo,6078
molnar,6071
shehata,6070
villar,6067
golden,6066
abdollahi,6064
morikawa,6063
springer,6062
renaud,6062
pavlova,6058
kroll,6058
hodge,6057
forrest,6054
thorpe,6053
georgiou,6053
thanh,6052
rankin,6049
cakir,6042
gunn,6040
duda,6039
snow,6037
moya,6033
boland,6030
tachibana,6026
joy,6025
sehgal,6025
hamdan,6024
soria,6012
gori,6011
sagar,6010
karami,6009
moriyama,6007
okano,6007
nolte,6005
bondarenko,6004
saavedra,6004
to,6003
probst,5998
tyler,5996
rueda,5996
azhar,5995
tkachenko,5992
dowling,5991
brunetti,5988
zeller,5985
susanto,5984
humphreys,5982
valenti,5980
ramalingam,5975
baldi,5972
metz,5966
dev,5965
schweizer,5959
connelly,5955
connell,5952
vishwakarma,5949
grillo,5948
isa,5941
buchholz,5938
nitta,5936
pati,5934
coffey,5933
ros,5929
biondi,5928
godfrey,5928
rajagopalan,5927
hildebrandt,5926
doshi,5925
kurokawa,5922
morishita,5922
egorov,5921
lohmann,5918
mensah,5916
irvine,5915
dimitrov,5915
kurz,5914
medvedev,5914
hummel,5914
strandberg,5913
larkin,5912
sosa,5912
lyon,5910
mironov,5910
juan,5907
mancuso,5905
gaillard,5905
bozkurt,5903
more,5902
koehler,5902
wilde,5902
grewal,5901
campo,5898
rocca,5898
mullen,5897
palermo,5896
eckstein,5893
quintero,5891
heck,5888
mauro,5887
ehrlich,5885
nicholls,5882
ackermann,5880
reimer,5877
sorensen,5877
widodo,5874
tsui,5873
rossetti,5873
marcos,5871
tominaga,5865
reese,5863
dube,5857
steinmetz,5856
ayoub,5855
gorman,5849
kaushal,5849
uzun,5846
kasahara,5846
schuler,5846
hosokawa,5844
bulut,5843
yasin,5842
keenan,5841
dhiman,5838
teoh,5838
lynn,5836
aparicio,5836
johnstone,5834
bernardes,5833
sparks,5832
biswal,5831
iversen,5827
raut,5827
rosas,5826
jabbour,5824
pettersson,5823
toro,5823
sachdeva,5822
samson,5818
munro,5815
kita,5815
antony,5812
hood,5811
ochi,5810
seto,5809
soleimani,5809
hawkes,5808
siebert,5808
mata,5806
davison,5805
venugopal,5805
marti,5802
barron,5801
leng,5801
roca,5800
korn,5800
omer,5800
bass,5798
moeller,5795
matsuzaki,5794
sakuma,5793
renner,5791
back,5788
bowers,5787
mcconnell,5787
forte,5787
swartz,5782
kant,5776
calvet,5774
ruggiero,5773
webber,5770
bowden,5765
rowland,5765
isobe,5765
takata,5764
lees,5760
reiss,5760
sorrentino,5760
arun,5756
iguchi,5755
fei,5754
campana,5752
sadiq,5750
hurst,5748
tobin,5747
ramaswamy,5747
jaffe,5746
kusuma,5746
maio,5745
ohnishi,5745
whittaker,5744
parks,5743
uno,5742
bhaskar,5737
mcallister,5737
rashidi,5735
mazumder,5733
giorgi,5730
conroy,5729
kapur,5729
cipriani,5729
poirier,5725
conde,5724
blennow,5719
yoshimoto,5718
clemens,5716
whitaker,5715
paulus,5713
mikhailov,5711
fiorini,5706
aquino,5705
bian,5705
guy,5705
kaminski,5704
manzoni,5701
alavi,5699
nisar,5697
bhalla,5696
kung,5693
usui,5689
evangelista,5688
maclean,5687
mackey,5685
manson,5683
panchal,5681
kirchner,5679
zarei,5669
muto,5668
ellison,5665
blom,5659
ogino,5657
horne,5657
north,5657
kline,5654
nozaki,5654
khalaf,5647
eisenberg,5647
rosenbaum,5646
marconi,5642
peck,5642
sekine,5640
keskin,5640
pino,5640
haber,5639
botta,5638
sanyal,5638
steffen,5636
ravindran,5635
bautista,5635
hsueh,5628
sokolova,5628
rosso,5627
selim,5626
restrepo,5626
hashem,5625
abdelaziz,5624
bhuiyan,5618
dmitriev,5617
kirkpatrick,5614
rosati,5612
ricciardi,5611
wolters,5610
eren,5609
zapata,5609
hosseinzadeh,5607
yanagisawa,5604
sheridan,5600
guler,5599
jaafar,5596
knox,5595
rossini,5595
poli,5594
behr,5593
hope,5593
veiga,5588
fauzi,5588
harms,5587
prabhakar,5586
chase,5586
tekin,5584
duque,5583
maekawa,5582
molinari,5581
iwai,5580
cassidy,5579
salleh,5579
schuh,5576
weissman,5574
baranov,5574
abidin,5572
richmond,5570
jankowski,5569
cotton,5569
krishnamoorthy,5568
casado,5567
krauss,5560
isaacs,5560
mutlu,5559
huffman,5559
shams,5557
leitner,5556
nordin,5556
breen,5552
kiselev,5550
mcgee,5549
kroemer,5545
hazra,5545
jovanovic,5544
egger,5541
evers,5541
rivero,5541
albers,5541
charlton,5536
georgiev,5535
seymour,5534
basile,5531
vasiliev,5531
abed,5530
bernhardt,5529
mullins,5528
cavalli,5524
takenaka,5522
tien,5519
tuan,5519
jahn,5518
manikandan,5515
rocco,5515
sikora,5513
moody,5513
corbett,5510
lindberg,5507
karthik,5507
goldenberg,5502
takei,5501
fraga,5501
cerqueira,5500
angelini,5499
rapp,5497
nur,5496
rea,5495
gaikwad,5494
ide,5494
hilton,5492
herbst,5492
bull,5490
wendt,5483
landi,5483
pierre,5482
naz,5481
pepe,5480
maloney,5480
safari,5478
sattar,5477
crowe,5474
horiuchi,5473
yau,5472
lake,5468
masood,5467
martel,5466
sarwar,5466
legrand,5464
salles,5463
fay,5461
magnusson,5461
cordero,5459
cotter,5458
tokunaga,5455
huda,5454
hamzah,5452
bharadwaj,5451
yeom,5446
akin,5445
mercer,5445
rathi,5443
mcgowan,5442
turnbull,5442
khanal,5442
younes,5441
kasper,5439
bonilla,5439
ta,5438
franchini,5438
pillay,5437
brambilla,5435
polyakov,5433
mehrotra,5432
ramakrishna,5431
sharpe,5431
guevara,5431
zaitsev,5430
carney,5429
lacerda,5428
castelli,5428
riccardi,5425
tashiro,5425
pugh,5420
arena,5420
shelton,5419
gautier,5417
alekseev,5415
hogg,5415
danilov,5415
jost,5414
miyagawa,5409
passos,5408
halpern,5408
devine,5406
gardiner,5406
fried,5406
furuya,5404
krawczyk,5404
iorio,5402
browning,5402
moritz,5401
gama,5398
boon,5398
muramatsu,5397
kadam,5395
massey,5393
rosales,5392
sekar,5389
simsek,5389
grau,5386
johnsen,5385
mari,5384
esmaeili,5380
lindgren,5379
pike,5377
thai,5375
fedorova,5374
jani,5370
takai,5367
jack,5366
sahebkar,5366
popovic,5366
vuong,5365
livingston,5363
redondo,5362
schaeffer,5362
machida,5361
fukunaga,5359
corcoran,5359
bora,5358
lehman,5357
mahoney,5356
gusev,5354
sanderson,5353
wallis,5353
mokhtar,5352
spiegel,5349
mcdonnell,5349
matveev,5343
ratti,5341
eslami,5341
lipton,5340
sugita,5335
gad,5334
haug,5333
volk,5332
burt,5331
munshi,5331
salomon,5329
lewandowski,5325
pitt,5322
devlin,5322
enomoto,5322
castellanos,5321
calderon,5318
mayo,5318
ming,5317
costantini,5314
berk,5313
resende,5313
bellini,5311
marquez,5309
dahiya,5309
lawlor,5308
sandberg,5307
chee,5305
karpov,5305
ruggeri,5304
alexandre,5303
pande,5303
clifford,5303
miwa,5302
cheema,5301
hermans,5299
lohse,5299
ramsay,5297
ackerman,5297
natale,5297
christopher,5295
bini,5295
antoniou,5295
dua,5290
michaud,5289
moll,5286
mokhtari,5286
dou,5283
stephen,5281
rupp,5277
ramadhan,5274
hurtado,5272
stafford,5270
konno,5269
jolly,5266
callahan,5266
bernardini,5266
mcclure,5262
kavanagh,5259
geyer,5258
govender,5254
belov,5254
schlegel,5253
bullock,5253
auer,5253
mateos,5251
hamm,5249
bajpai,5247
aiello,5247
andrew,5246
takizawa,5245
drew,5245
merola,5244
altman,5244
farhat,5244
magee,5238
carrera,5233
parveen,5233
titov,5233
maria,5231
grenier,5231
boehm,5231
viola,5230
bayat,5230
baral,5227
rahaman,5226
amoroso,5226
pappas,5222
ojo,5220
mcnally,5219
homma,5216
dhingra,5216
dupuis,5214
azar,5212
ribas,5212
semenova,5212
croft,5210
knoll,5209
stoll,5209
kavitha,5207
cain,5207
cairns,5203
monk,5201
bertram,5196
volkova,5194
tavakoli,5192
herold,5191
birch,5190
hanley,5189
dutra,5189
si,5188
sawant,5187
mikami,5186
bak,5185
demirci,5183
finkelstein,5182
rho,5181
caetano,5181
strom,5179
cervantes,5179
santi,5179
sola,5175
pape,5174
uribe,5174
parent,5173
roussel,5173
goddard,5172
cardenas,5171
daud,5171
asada,5167
petrovic,5167
sundar,5165
hoff,5164
saber,5164
hamer,5164
mcculloch,5163
grigoriev,5161
jean,5161
see,5157
lui,5156
ippolito,5156
marinelli,5156
padmanabhan,5154
matsushima,5153
nugent,5152
perini,5150
boyko,5150
alexandrov,5149
yazdani,5147
butcher,5146
good,5146
pisani,5145
meissner,5144
brunet,5144
mauri,5143
yamagishi,5141
meunier,5140
handa,5140
bisht,5139
narang,5139
driscoll,5138
harder,5138
dan,5138
appel,5136
saidi,5134
grasso,5133
duval,5133
benito,5133
linder,5131
fine,5131
bukhari,5130
moghadam,5130
acevedo,5129
galindo,5129
haldar,5128
osborn,5124
borah,5123
bellomo,5121
tsuboi,5119
okuno,5117
mahdavi,5117
romanov,5116
vetter,5114
merkel,5114
tzeng,5113
kiefer,5112
ballard,5111
bain,5106
cleary,5103
schenk,5101
seshadri,5101
kowalczyk,5098
abad,5098
weis,5096
head,5095
borghi,5095
keil,5091
bruns,5091
manca,5090
re,5089
okabe,5088
pagani,5088
vinogradov,5088
thorne,5086
utomo,5085
tamaki,5084
perumal,5084
reza,5083
agostini,5075
bradford,5071
kohl,5070
trindade,5068
ishiguro,5068
cochran,5068
mccall,5067
merlo,5066
schaller,5066
pollack,5065
ninomiya,5064
underwood,5062
pozzi,5061
shekhar,5060
aleksandrov,5060
torre,5059
dougherty,5059
weinberger,5057
heydari,5054
parashar,5053
prat,5052
chalmers,5051
manuel,5050
nonaka,5047
ames,5046
turk,5045
frolov,5043
baer,5042
bhagat,5040
bucci,5039
pessoa,5039
rutherford,5039
carlin,5038
rasool,5036
giraud,5031
hines,5031
yunus,5030
mehlhorn,5030
domingo,5027
neupane,5027
